game_date,round,region,winning_seed,winner,winning_score,losing_seed,loser,losing_score,overtime
891061200000,National Semifinals,National Semifinals,3,Utah,65,1,North Carolina,59,
891234000000,National Championship,National Championship,2,Kentucky,78,3,Utah,69,
921128400000,Round of 64,South,1,Auburn,80,16,Winthrop,41,
921128400000,Round of 64,South,2,Maryland,82,15,Valparaiso,60,
921128400000,Round of 64,South,3,"St. John's, New York",69,14,Samford,43,
921128400000,Round of 64,South,4,Ohio State,72,13,Murray State,58,
921128400000,Round of 64,South,6,Indiana,108,11,George Washington,88,
921128400000,Round of 64,South,9,Oklahoma State,69,8,Syracuse,61,
921128400000,Round of 64,South,10,Creighton,62,7,Louisville,58,
921128400000,Round of 64,South,12,Detroit,56,5,UCLA,53,
921128400000,Round of 64,West,1,Connecticut,91,16,Texas-San Antonio,66,
921128400000,Round of 64,West,2,Stanford,69,15,Alcorn State,57,
921128400000,Round of 64,West,4,Arkansas,94,13,Siena,80,
921128400000,Round of 64,West,5,Iowa,77,12,UAB,64,
921128400000,Round of 64,West,6,Florida,75,11,Pennsylvania,61,
921128400000,Round of 64,West,9,New Mexico,61,8,Missouri,59,
921128400000,Round of 64,West,10,Gonzaga,75,7,Minnesota,63,
921128400000,Round of 64,West,14,Weber State,76,3,North Carolina,74,
921214800000,Round of 64,East,1,Duke,99,16,Florida A&M,58,
921214800000,Round of 64,East,2,"Miami, Florida",75,15,Lafayette,54,
921214800000,Round of 64,East,3,Cincinnati,72,14,George Mason,48,
921214800000,Round of 64,East,4,Tennessee,62,13,Delaware,52,
921214800000,Round of 64,East,6,Temple,61,11,Kent State,54,
921214800000,Round of 64,East,9,Tulsa,62,8,"Charleston, South Carolina",53,
921214800000,Round of 64,East,10,Purdue,58,7,Texas,54,
921214800000,Round of 64,East,12,Missouri State,43,5,Wisconsin,32,
921214800000,Round of 64,Midwest,1,Michigan State,76,16,"Mt. St. Mary's, Maryland",53,
921214800000,Round of 64,Midwest,2,Utah,80,15,Arkansas State,58,
921214800000,Round of 64,Midwest,3,Kentucky,82,14,New Mexico State,60,
921214800000,Round of 64,Midwest,5,Charlotte,81,12,Rhode Island,70,1 OT
921214800000,Round of 64,Midwest,6,Kansas,95,11,Evansville,74,
921214800000,Round of 64,Midwest,9,Mississippi,72,8,Villanova,70,
921214800000,Round of 64,Midwest,10,"Miami, Ohio",59,7,Washington,58,
921214800000,Round of 64,Midwest,13,Oklahoma,61,4,Arizona,60,
921301200000,Round of 32,South,1,Auburn,81,9,Oklahoma State,74,
921301200000,Round of 32,South,2,Maryland,75,10,Creighton,63,
921301200000,Round of 32,South,3,"St. John's, New York",86,6,Indiana,61,
921301200000,Round of 32,South,4,Ohio State,75,12,Detroit,44,
921301200000,Round of 32,West,1,Connecticut,78,9,New Mexico,56,
921301200000,Round of 32,West,5,Iowa,82,4,Arkansas,72,
921301200000,Round of 32,West,6,Florida,82,14,Weber State,74,1 OT
921301200000,Round of 32,West,10,Gonzaga,82,2,Stanford,74,
921387600000,Round of 32,East,1,Duke,97,9,Tulsa,56,
921387600000,Round of 32,East,6,Temple,64,3,Cincinnati,54,
921387600000,Round of 32,East,10,Purdue,73,2,"Miami, Florida",63,
921387600000,Round of 32,East,12,Missouri State,81,4,Tennessee,51,
921387600000,Round of 32,Midwest,1,Michigan State,74,9,Mississippi,66,
921387600000,Round of 32,Midwest,3,Kentucky,92,6,Kansas,88,1 OT
921387600000,Round of 32,Midwest,10,"Miami, Ohio",66,2,Utah,58,
921387600000,Round of 32,Midwest,13,Oklahoma,85,5,Charlotte,72,
921733200000,Sweet Sixteen,South,3,"St. John's, New York",76,2,Maryland,62,
921733200000,Sweet Sixteen,South,4,Ohio State,72,1,Auburn,64,
921733200000,Sweet Sixteen,West,1,Connecticut,78,5,Iowa,68,
921733200000,Sweet Sixteen,West,10,Gonzaga,73,6,Florida,72,
921819600000,Sweet Sixteen,East,1,Duke,78,12,Missouri State,61,
921819600000,Sweet Sixteen,East,6,Temple,77,10,Purdue,55,
921819600000,Sweet Sixteen,Midwest,1,Michigan State,54,13,Oklahoma,46,
921819600000,Sweet Sixteen,Midwest,3,Kentucky,58,10,"Miami, Ohio",43,
921906000000,Elite Eight,South,4,Ohio State,77,3,"St. John's, New York",74,
921906000000,Elite Eight,West,1,Connecticut,67,10,Gonzaga,62,
921992400000,Elite Eight,East,1,Duke,85,6,Temple,64,
921992400000,Elite Eight,Midwest,1,Michigan State,73,3,Kentucky,66,
922510800000,National Semifinals,National Semifinals,1,Duke,68,1,Michigan State,62,
922510800000,National Semifinals,National Semifinals,1,Connecticut,64,4,Ohio State,58,
922683600000,National Championship,National Championship,1,Connecticut,77,1,Duke,74,
953182800000,Round of 64,Midwest,1,Michigan State,65,16,Valparaiso,38,
953182800000,Round of 64,Midwest,2,Iowa State,88,15,Central Connecticut State,78,
953182800000,Round of 64,Midwest,3,Maryland,74,14,Iona,59,
953182800000,Round of 64,Midwest,4,Syracuse,79,13,Samford,65,
953182800000,Round of 64,Midwest,5,Kentucky,85,12,St. Bonaventure,80,2 OT
953182800000,Round of 64,Midwest,6,UCLA,65,11,Ball State,57,
953182800000,Round of 64,Midwest,7,Auburn,72,10,Creighton,69,
953182800000,Round of 64,Midwest,8,Utah,48,9,St. Louis,45,
953182800000,Round of 64,West,1,Arizona,71,16,Jackson State,47,
953182800000,Round of 64,West,2,"St. John's, New York",61,15,Northern Arizona,56,
953182800000,Round of 64,West,3,Oklahoma,74,14,Winthrop,60,
953182800000,Round of 64,West,4,Louisiana State,64,13,Southeast Missouri State,61,
953182800000,Round of 64,West,5,Texas,77,12,Indiana State,61,
953182800000,Round of 64,West,6,Purdue,62,11,Dayton,61,
953182800000,Round of 64,West,8,Wisconsin,66,9,Fresno State,56,
953182800000,Round of 64,West,10,Gonzaga,77,7,Louisville,66,
953269200000,Round of 64,East,1,Duke,82,16,Lamar,55,
953269200000,Round of 64,East,2,Temple,73,15,Lafayette,47,
953269200000,Round of 64,East,3,Oklahoma State,86,14,Hofstra,66,
953269200000,Round of 64,East,4,Illinois,68,13,Pennsylvania,58,
953269200000,Round of 64,East,5,Florida,69,12,Butler,68,1 OT
953269200000,Round of 64,East,8,Kansas,81,9,DePaul,77,1 OT
953269200000,Round of 64,East,10,Seton Hall,72,7,Oregon,71,1 OT
953269200000,Round of 64,East,11,Pepperdine,77,6,Indiana,57,
953269200000,Round of 64,South,1,Stanford,84,16,South Carolina State,65,
953269200000,Round of 64,South,2,Cincinnati,64,15,North Carolina-Wilmington,47,
953269200000,Round of 64,South,3,Ohio State,87,14,Appalachian State,61,
953269200000,Round of 64,South,4,Tennessee,63,13,Louisiana-Lafayette,58,
953269200000,Round of 64,South,5,Connecticut,75,12,Utah State,67,
953269200000,Round of 64,South,6,"Miami, Florida",75,11,Arkansas,71,
953269200000,Round of 64,South,7,Tulsa,89,10,Nevada-Las Vegas,62,
953269200000,Round of 64,South,8,North Carolina,84,9,Missouri,70,
953355600000,Round of 32,Midwest,1,Michigan State,73,8,Utah,61,
953355600000,Round of 32,Midwest,2,Iowa State,79,7,Auburn,60,
953355600000,Round of 32,Midwest,4,Syracuse,52,5,Kentucky,50,
953355600000,Round of 32,Midwest,6,UCLA,105,3,Maryland,70,
953355600000,Round of 32,West,4,Louisiana State,72,5,Texas,67,
953355600000,Round of 32,West,6,Purdue,66,3,Oklahoma,62,
953355600000,Round of 32,West,8,Wisconsin,66,1,Arizona,59,
953355600000,Round of 32,West,10,Gonzaga,82,2,"St. John's, New York",76,
953442000000,Round of 32,East,1,Duke,69,8,Kansas,64,
953442000000,Round of 32,East,3,Oklahoma State,75,11,Pepperdine,67,
953442000000,Round of 32,East,5,Florida,93,4,Illinois,76,
953442000000,Round of 32,East,10,Seton Hall,67,2,Temple,65,1 OT
953442000000,Round of 32,South,4,Tennessee,65,5,Connecticut,51,
953442000000,Round of 32,South,6,"Miami, Florida",75,3,Ohio State,62,
953442000000,Round of 32,South,7,Tulsa,69,2,Cincinnati,61,
953442000000,Round of 32,South,8,North Carolina,60,1,Stanford,53,
953787600000,Sweet Sixteen,Midwest,1,Michigan State,75,4,Syracuse,58,
953787600000,Sweet Sixteen,Midwest,2,Iowa State,80,6,UCLA,56,
953787600000,Sweet Sixteen,West,6,Purdue,75,10,Gonzaga,66,
953787600000,Sweet Sixteen,West,8,Wisconsin,61,4,Louisiana State,48,
953874000000,Sweet Sixteen,East,3,Oklahoma State,68,10,Seton Hall,66,
953874000000,Sweet Sixteen,East,5,Florida,87,1,Duke,78,
953874000000,Sweet Sixteen,South,7,Tulsa,80,6,"Miami, Florida",71,
953874000000,Sweet Sixteen,South,8,North Carolina,74,4,Tennessee,69,
953960400000,Elite Eight,Midwest,1,Michigan State,75,2,Iowa State,64,
953960400000,Elite Eight,West,8,Wisconsin,64,6,Purdue,60,
954046800000,Elite Eight,East,5,Florida,77,3,Oklahoma State,65,
954046800000,Elite Eight,South,8,North Carolina,59,7,Tulsa,55,
954565200000,National Semifinals,National Semifinals,1,Michigan State,53,8,Wisconsin,41,
954565200000,National Semifinals,National Semifinals,5,Florida,71,8,North Carolina,59,
954734400000,National Championship,National Championship,1,Michigan State,89,5,Florida,76,
984459600000,Opening Round,Midwest,16,Northwestern State,71,16,Winthrop,67,
984632400000,Round of 64,East,1,Duke,95,16,"Monmouth, New Jersey",52,
984632400000,Round of 64,East,2,Kentucky,72,15,Holy Cross,68,
984632400000,Round of 64,East,3,Boston College,68,14,Southern Utah,65,
984632400000,Round of 64,East,4,UCLA,61,13,Hofstra,48,
984632400000,Round of 64,East,6,Southern California,69,11,Oklahoma State,54,
984632400000,Round of 64,East,7,Iowa,69,10,Creighton,56,
984632400000,Round of 64,East,9,Missouri,70,8,Georgia,68,
984632400000,Round of 64,East,12,Utah State,77,5,Ohio State,68,1 OT
984632400000,Round of 64,West,1,Stanford,89,16,North Carolina-Greensboro,60,
984632400000,Round of 64,West,3,Maryland,83,14,George Mason,80,
984632400000,Round of 64,West,5,Cincinnati,84,12,Brigham Young,59,
984632400000,Round of 64,West,9,"St. Joseph's, Pennsylvania",66,8,Georgia Tech,62,
984632400000,Round of 64,West,10,Georgetown,63,7,Arkansas,61,
984632400000,Round of 64,West,11,Georgia State,50,6,Wisconsin,49,1 OT
984632400000,Round of 64,West,13,Kent State,77,4,Indiana,73,
984632400000,Round of 64,West,15,Hampton,58,2,Iowa State,57,
984718800000,Round of 64,Midwest,1,Illinois,96,16,Northwestern State,54,
984718800000,Round of 64,Midwest,2,Arizona,101,15,Eastern Illinois,76,
984718800000,Round of 64,Midwest,3,Mississippi,72,14,Iona,70,
984718800000,Round of 64,Midwest,4,Kansas,99,13,California State-Northridge,75,
984718800000,Round of 64,Midwest,5,Syracuse,79,12,Hawaii,69,
984718800000,Round of 64,Midwest,6,Notre Dame,83,11,"Xavier, Ohio",71,
984718800000,Round of 64,Midwest,9,Charlotte,70,8,Tennessee,63,
984718800000,Round of 64,Midwest,10,Butler,79,7,Wake Forest,63,
984718800000,Round of 64,South,1,Michigan State,69,16,Alabama State,35,
984718800000,Round of 64,South,2,North Carolina,70,15,Princeton,48,
984718800000,Round of 64,South,3,Florida,69,14,Western Kentucky,56,
984718800000,Round of 64,South,7,Pennsylvania State,69,10,Providence,59,
984718800000,Round of 64,South,9,Fresno State,82,8,California,70,
984718800000,Round of 64,South,11,Temple,79,6,Texas,65,
984718800000,Round of 64,South,12,Gonzaga,86,5,Virginia,85,
984718800000,Round of 64,South,13,Indiana State,70,4,Oklahoma,68,1 OT
984805200000,Round of 32,East,1,Duke,94,9,Missouri,81,
984805200000,Round of 32,East,2,Kentucky,92,7,Iowa,79,
984805200000,Round of 32,East,4,UCLA,75,12,Utah State,70,
984805200000,Round of 32,East,6,Southern California,74,3,Boston College,71,
984805200000,Round of 32,West,1,Stanford,90,9,"St. Joseph's, Pennsylvania",83,
984805200000,Round of 32,West,3,Maryland,79,11,Georgia State,60,
984805200000,Round of 32,West,5,Cincinnati,66,13,Kent State,43,
984805200000,Round of 32,West,10,Georgetown,76,15,Hampton,57,
984891600000,Round of 32,Midwest,1,Illinois,79,9,Charlotte,61,
984891600000,Round of 32,Midwest,2,Arizona,73,10,Butler,52,
984891600000,Round of 32,Midwest,3,Mississippi,59,6,Notre Dame,56,
984891600000,Round of 32,Midwest,4,Kansas,87,5,Syracuse,58,
984891600000,Round of 32,South,1,Michigan State,81,9,Fresno State,65,
984891600000,Round of 32,South,7,Pennsylvania State,82,2,North Carolina,74,
984891600000,Round of 32,South,11,Temple,75,3,Florida,54,
984891600000,Round of 32,South,12,Gonzaga,85,13,Indiana State,68,
985237200000,Sweet Sixteen,East,1,Duke,76,4,UCLA,63,
985237200000,Sweet Sixteen,East,6,Southern California,80,2,Kentucky,76,
985237200000,Sweet Sixteen,West,1,Stanford,78,5,Cincinnati,65,
985237200000,Sweet Sixteen,West,3,Maryland,76,10,Georgetown,66,
985323600000,Sweet Sixteen,Midwest,1,Illinois,80,4,Kansas,64,
985323600000,Sweet Sixteen,Midwest,2,Arizona,66,3,Mississippi,56,
985323600000,Sweet Sixteen,South,1,Michigan State,77,12,Gonzaga,62,
985323600000,Sweet Sixteen,South,11,Temple,84,7,Pennsylvania State,72,
985410000000,Elite Eight,East,1,Duke,79,6,Southern California,69,
985410000000,Elite Eight,West,3,Maryland,87,1,Stanford,73,
985496400000,Elite Eight,Midwest,2,Arizona,87,1,Illinois,81,
985496400000,Elite Eight,South,1,Michigan State,69,11,Temple,62,
986014800000,National Semifinals,National Semifinals,1,Duke,95,3,Maryland,84,
986014800000,National Semifinals,National Semifinals,2,Arizona,80,1,Michigan State,61,
986184000000,National Championship,National Championship,1,Duke,82,2,Arizona,72,
1015909200000,Opening Round,East,16,Siena,81,16,Alcorn State,77,
1016082000000,Round of 64,East,4,Kentucky,83,13,Valparaiso,68,
1016082000000,Round of 64,East,12,Tulsa,71,5,Marquette,69,
1016082000000,Round of 64,Midwest,1,Kansas,70,16,Holy Cross,59,
1016082000000,Round of 64,Midwest,2,Oregon,81,15,Montana,62,
1016082000000,Round of 64,Midwest,7,Wake Forest,83,10,Pepperdine,74,
1016082000000,Round of 64,Midwest,8,Stanford,84,9,Western Kentucky,68,
1016082000000,Round of 64,South,1,Duke,84,16,Winthrop,37,
1016082000000,Round of 64,South,2,Alabama,86,15,Florida Atlantic,78,
1016082000000,Round of 64,South,5,Indiana,75,12,Utah,56,
1016082000000,Round of 64,South,8,Notre Dame,82,9,Charlotte,63,
1016082000000,Round of 64,South,10,Kent State,69,7,Oklahoma State,61,
1016082000000,Round of 64,South,13,North Carolina-Wilmington,93,4,Southern California,89,1 OT
1016082000000,Round of 64,West,3,Arizona,86,14,California-Santa Barbara,81,
1016082000000,Round of 64,West,4,Ohio State,69,13,Davidson,64,
1016082000000,Round of 64,West,11,Wyoming,73,6,Gonzaga,66,
1016082000000,Round of 64,West,12,Missouri,93,5,"Miami, Florida",80,
1016168400000,Round of 64,East,1,Maryland,85,16,Siena,70,
1016168400000,Round of 64,East,2,Connecticut,78,15,Hampton,67,
1016168400000,Round of 64,East,3,Georgia,85,14,Murray State,68,
1016168400000,Round of 64,East,7,North Carolina State,69,10,Michigan State,58,
1016168400000,Round of 64,East,8,Wisconsin,80,9,"St. John's, New York",70,
1016168400000,Round of 64,East,11,Southern Illinois,76,6,Texas Tech,68,
1016168400000,Round of 64,Midwest,3,Mississippi State,70,14,McNeese State,58,
1016168400000,Round of 64,Midwest,4,Illinois,93,13,San Diego State,64,
1016168400000,Round of 64,Midwest,6,Texas,70,11,Boston College,57,
1016168400000,Round of 64,Midwest,12,Creighton,83,5,Florida,82,2 OT
1016168400000,Round of 64,South,3,Pittsburgh,71,14,Central Connecticut State,54,
1016168400000,Round of 64,South,6,California,82,11,Pennsylvania,75,
1016168400000,Round of 64,West,1,Cincinnati,90,16,Boston,52,
1016168400000,Round of 64,West,2,Oklahoma,71,15,Illinois-Chicago,63,
1016168400000,Round of 64,West,7,"Xavier, Ohio",70,10,Hawaii,58,
1016168400000,Round of 64,West,8,UCLA,80,9,Mississippi,58,
1016254800000,Round of 32,East,4,Kentucky,87,12,Tulsa,82,
1016254800000,Round of 32,Midwest,1,Kansas,86,8,Stanford,63,
1016254800000,Round of 32,Midwest,2,Oregon,92,7,Wake Forest,87,
1016254800000,Round of 32,South,1,Duke,84,8,Notre Dame,77,
1016254800000,Round of 32,South,5,Indiana,76,13,North Carolina-Wilmington,67,
1016254800000,Round of 32,South,10,Kent State,71,2,Alabama,58,
1016254800000,Round of 32,West,3,Arizona,68,11,Wyoming,60,
1016254800000,Round of 32,West,12,Missouri,83,4,Ohio State,67,
1016341200000,Round of 32,East,1,Maryland,87,8,Wisconsin,57,
1016341200000,Round of 32,East,2,Connecticut,77,7,North Carolina State,74,
1016341200000,Round of 32,East,11,Southern Illinois,77,3,Georgia,75,
1016341200000,Round of 32,Midwest,4,Illinois,72,12,Creighton,60,
1016341200000,Round of 32,Midwest,6,Texas,68,3,Mississippi State,64,
1016341200000,Round of 32,South,3,Pittsburgh,63,6,California,50,
1016341200000,Round of 32,West,2,Oklahoma,78,7,"Xavier, Ohio",65,
1016341200000,Round of 32,West,8,UCLA,105,1,Cincinnati,101,2 OT
1016686800000,Sweet Sixteen,South,5,Indiana,74,1,Duke,73,
1016686800000,Sweet Sixteen,South,10,Kent State,78,3,Pittsburgh,73,
1016686800000,Sweet Sixteen,West,2,Oklahoma,88,3,Arizona,67,
1016686800000,Sweet Sixteen,West,12,Missouri,82,8,UCLA,73,
1016773200000,Sweet Sixteen,East,1,Maryland,78,4,Kentucky,68,
1016773200000,Sweet Sixteen,East,2,Connecticut,71,11,Southern Illinois,59,
1016773200000,Sweet Sixteen,Midwest,1,Kansas,73,4,Illinois,69,
1016773200000,Sweet Sixteen,Midwest,2,Oregon,72,6,Texas,70,
1016859600000,Elite Eight,South,5,Indiana,81,10,Kent State,69,
1016859600000,Elite Eight,West,2,Oklahoma,81,12,Missouri,75,
1016946000000,Elite Eight,East,1,Maryland,90,2,Connecticut,82,
1016946000000,Elite Eight,Midwest,1,Kansas,104,2,Oregon,86,
1017464400000,National Semifinals,National Semifinals,1,Maryland,97,1,Kansas,88,
1017464400000,National Semifinals,National Semifinals,5,Indiana,73,2,Oklahoma,64,
1017637200000,National Championship,National Championship,1,Maryland,64,5,Indiana,52,
1047963600000,Opening Round,South,16,North Carolina-Asheville,92,16,Texas Southern,84,1 OT
1048136400000,Round of 64,East,1,Oklahoma,71,16,South Carolina State,54,
1048136400000,Round of 64,East,8,California,76,9,North Carolina State,74,1 OT
1048136400000,Round of 64,Midwest,3,Marquette,72,14,Holy Cross,68,
1048136400000,Round of 64,Midwest,5,Wisconsin,81,12,Weber State,74,
1048136400000,Round of 64,Midwest,6,Missouri,72,11,Southern Illinois,71,
1048136400000,Round of 64,Midwest,13,Tulsa,84,4,Dayton,71,
1048136400000,Round of 64,South,4,Stanford,77,13,San Diego,69,
1048136400000,Round of 64,South,5,Connecticut,58,12,Brigham Young,53,
1048136400000,Round of 64,West,1,Arizona,80,16,Vermont,51,
1048136400000,Round of 64,West,2,Kansas,64,15,Utah State,61,
1048136400000,Round of 64,West,3,Duke,67,14,Colorado State,57,
1048136400000,Round of 64,West,4,Illinois,65,13,Western Kentucky,60,
1048136400000,Round of 64,West,5,Notre Dame,70,12,Milwaukee,69,
1048136400000,Round of 64,West,9,Gonzaga,74,8,Cincinnati,69,
1048136400000,Round of 64,West,10,Arizona State,84,7,Memphis,71,
1048136400000,Round of 64,West,11,Central Michigan,79,6,Creighton,73,
1048222800000,Round of 64,East,2,Wake Forest,76,15,East Tennessee State,73,
1048222800000,Round of 64,East,3,Syracuse,76,14,Manhattan,65,
1048222800000,Round of 64,East,4,Louisville,86,13,Austin Peay,64,
1048222800000,Round of 64,East,6,Oklahoma State,77,11,Pennsylvania,63,
1048222800000,Round of 64,East,10,Auburn,65,7,"St. Joseph's, Pennsylvania",63,1 OT
1048222800000,Round of 64,East,12,Butler,47,5,Mississippi State,46,
1048222800000,Round of 64,Midwest,1,Kentucky,95,16,IUPUI,64,
1048222800000,Round of 64,Midwest,2,Pittsburgh,87,15,Wagner,61,
1048222800000,Round of 64,Midwest,7,Indiana,67,10,Alabama,62,
1048222800000,Round of 64,Midwest,9,Utah,60,8,Oregon,58,
1048222800000,Round of 64,South,1,Texas,82,16,North Carolina-Asheville,61,
1048222800000,Round of 64,South,2,Florida,85,15,Sam Houston State,55,
1048222800000,Round of 64,South,3,"Xavier, Ohio",71,14,Troy,59,
1048222800000,Round of 64,South,6,Maryland,75,11,North Carolina-Wilmington,73,
1048222800000,Round of 64,South,7,Michigan State,79,10,Colorado,64,
1048222800000,Round of 64,South,9,Purdue,80,8,Louisiana State,56,
1048309200000,Round of 32,East,1,Oklahoma,74,8,California,65,
1048309200000,Round of 32,Midwest,3,Marquette,101,6,Missouri,92,1 OT
1048309200000,Round of 32,Midwest,5,Wisconsin,61,13,Tulsa,60,
1048309200000,Round of 32,South,5,Connecticut,85,4,Stanford,74,
1048309200000,Round of 32,West,1,Arizona,96,9,Gonzaga,95,2 OT
1048309200000,Round of 32,West,2,Kansas,108,10,Arizona State,76,
1048309200000,Round of 32,West,3,Duke,86,11,Central Michigan,60,
1048309200000,Round of 32,West,5,Notre Dame,68,4,Illinois,60,
1048395600000,Round of 32,East,3,Syracuse,68,6,Oklahoma State,56,
1048395600000,Round of 32,East,10,Auburn,68,2,Wake Forest,62,
1048395600000,Round of 32,East,12,Butler,79,4,Louisville,71,
1048395600000,Round of 32,Midwest,1,Kentucky,74,9,Utah,54,
1048395600000,Round of 32,Midwest,2,Pittsburgh,74,7,Indiana,52,
1048395600000,Round of 32,South,1,Texas,77,9,Purdue,67,
1048395600000,Round of 32,South,6,Maryland,77,3,"Xavier, Ohio",64,
1048395600000,Round of 32,South,7,Michigan State,68,2,Florida,46,
1048741200000,Sweet Sixteen,Midwest,1,Kentucky,63,5,Wisconsin,57,
1048741200000,Sweet Sixteen,Midwest,3,Marquette,77,2,Pittsburgh,74,
1048741200000,Sweet Sixteen,West,1,Arizona,88,5,Notre Dame,71,
1048741200000,Sweet Sixteen,West,2,Kansas,69,3,Duke,65,
1048827600000,Sweet Sixteen,East,1,Oklahoma,65,12,Butler,54,
1048827600000,Sweet Sixteen,East,3,Syracuse,79,10,Auburn,78,
1048827600000,Sweet Sixteen,South,1,Texas,82,5,Connecticut,78,
1048827600000,Sweet Sixteen,South,7,Michigan State,60,6,Maryland,58,
1048914000000,Elite Eight,Midwest,3,Marquette,83,1,Kentucky,69,
1048914000000,Elite Eight,West,2,Kansas,78,1,Arizona,75,
1049000400000,Elite Eight,East,3,Syracuse,63,1,Oklahoma,47,
1049000400000,Elite Eight,South,1,Texas,85,7,Michigan State,76,
1049518800000,National Semifinals,National Semifinals,2,Kansas,94,3,Marquette,61,
1049518800000,National Semifinals,National Semifinals,3,Syracuse,95,1,Texas,84,
1049688000000,National Championship,National Championship,3,Syracuse,81,2,Kansas,78,
1079413200000,Opening Round,Midwest,16,Florida A&M,72,16,Lehigh,57,
1079586000000,Round of 64,East,1,"St. Joseph's, Pennsylvania",82,16,Liberty,63,
1079586000000,Round of 64,East,4,Wake Forest,79,13,Virginia Commonwealth,78,
1079586000000,Round of 64,East,8,Texas Tech,76,9,Charlotte,73,
1079586000000,Round of 64,East,12,Manhattan,75,5,Florida,60,
1079586000000,Round of 64,Midwest,2,Gonzaga,76,15,Valparaiso,49,
1079586000000,Round of 64,Midwest,10,Nevada,72,7,Michigan State,66,
1079586000000,Round of 64,South,1,Duke,96,16,Alabama State,61,
1079586000000,Round of 64,South,3,Texas,66,14,Princeton,49,
1079586000000,Round of 64,South,6,North Carolina,63,11,Air Force,52,
1079586000000,Round of 64,South,8,Seton Hall,80,9,Arizona,76,
1079586000000,Round of 64,West,1,Stanford,71,16,Texas-San Antonio,45,
1079586000000,Round of 64,West,2,Connecticut,70,15,Vermont,53,
1079586000000,Round of 64,West,4,Maryland,86,13,Texas-El Paso,83,
1079586000000,Round of 64,West,5,Syracuse,80,12,Brigham Young,75,
1079586000000,Round of 64,West,7,DePaul,76,10,Dayton,69,2 OT
1079586000000,Round of 64,West,8,Alabama,65,9,Southern Illinois,64,
1079672400000,Round of 64,East,2,Oklahoma State,75,15,Eastern Washington,56,
1079672400000,Round of 64,East,3,Pittsburgh,53,14,Central Florida,44,
1079672400000,Round of 64,East,6,Wisconsin,76,11,Richmond,64,
1079672400000,Round of 64,East,7,Memphis,59,10,South Carolina,43,
1079672400000,Round of 64,Midwest,1,Kentucky,96,16,Florida A&M,76,
1079672400000,Round of 64,Midwest,3,Georgia Tech,65,14,Northern Iowa,60,
1079672400000,Round of 64,Midwest,4,Kansas,78,13,Illinois-Chicago,53,
1079672400000,Round of 64,Midwest,6,Boston College,58,11,Utah,51,
1079672400000,Round of 64,Midwest,9,UAB,102,8,Washington,100,
1079672400000,Round of 64,Midwest,12,"Pacific, California",66,5,Providence,58,
1079672400000,Round of 64,South,2,Mississippi State,85,15,"Monmouth, New Jersey",52,
1079672400000,Round of 64,South,4,Cincinnati,80,13,East Tennessee State,77,
1079672400000,Round of 64,South,5,Illinois,72,12,Murray State,53,
1079672400000,Round of 64,South,7,"Xavier, Ohio",80,10,Louisville,70,
1079672400000,Round of 64,West,3,North Carolina State,61,14,Louisiana-Lafayette,52,
1079672400000,Round of 64,West,6,Vanderbilt,71,11,Western Michigan,58,
1079758800000,Round of 32,East,1,"St. Joseph's, Pennsylvania",70,8,Texas Tech,65,
1079758800000,Round of 32,East,4,Wake Forest,84,12,Manhattan,80,
1079758800000,Round of 32,Midwest,10,Nevada,91,2,Gonzaga,72,
1079758800000,Round of 32,South,1,Duke,90,8,Seton Hall,62,
1079758800000,Round of 32,South,3,Texas,78,6,North Carolina,75,
1079758800000,Round of 32,West,2,Connecticut,72,7,DePaul,55,
1079758800000,Round of 32,West,5,Syracuse,72,4,Maryland,70,
1079758800000,Round of 32,West,8,Alabama,70,1,Stanford,67,
1079845200000,Round of 32,East,2,Oklahoma State,70,7,Memphis,53,
1079845200000,Round of 32,East,3,Pittsburgh,59,6,Wisconsin,55,
1079845200000,Round of 32,Midwest,3,Georgia Tech,57,6,Boston College,54,
1079845200000,Round of 32,Midwest,4,Kansas,78,12,"Pacific, California",63,
1079845200000,Round of 32,Midwest,9,UAB,76,1,Kentucky,75,
1079845200000,Round of 32,South,5,Illinois,92,4,Cincinnati,68,
1079845200000,Round of 32,South,7,"Xavier, Ohio",89,2,Mississippi State,74,
1079845200000,Round of 32,West,6,Vanderbilt,75,3,North Carolina State,73,
1080190800000,Sweet Sixteen,East,1,"St. Joseph's, Pennsylvania",84,4,Wake Forest,80,
1080190800000,Sweet Sixteen,East,2,Oklahoma State,63,3,Pittsburgh,51,
1080190800000,Sweet Sixteen,West,2,Connecticut,73,6,Vanderbilt,53,
1080190800000,Sweet Sixteen,West,8,Alabama,80,5,Syracuse,71,
1080277200000,Sweet Sixteen,Midwest,3,Georgia Tech,72,10,Nevada,67,
1080277200000,Sweet Sixteen,Midwest,4,Kansas,100,9,UAB,74,
1080277200000,Sweet Sixteen,South,1,Duke,72,5,Illinois,62,
1080277200000,Sweet Sixteen,South,7,"Xavier, Ohio",79,3,Texas,71,
1080363600000,Elite Eight,East,2,Oklahoma State,64,1,"St. Joseph's, Pennsylvania",62,
1080363600000,Elite Eight,West,2,Connecticut,87,8,Alabama,71,
1080450000000,Elite Eight,Midwest,3,Georgia Tech,79,4,Kansas,71,1 OT
1080450000000,Elite Eight,South,1,Duke,66,7,"Xavier, Ohio",63,
1080968400000,National Semifinals,National Semifinals,2,Connecticut,79,1,Duke,78,
