game_date,round,region,winning_seed,winner,winning_score,losing_seed,loser,losing_score,overtime
1269576000000,Sweet Sixteen,South,3,Baylor,72,10,"St. Mary's, California",49,
1269662400000,Elite Eight,East,2,West Virginia,73,1,Kentucky,66,
1269662400000,Elite Eight,West,5,Butler,63,2,Kansas State,56,
1269748800000,Elite Eight,Midwest,5,Michigan State,70,6,Tennessee,69,
1269748800000,Elite Eight,South,1,Duke,78,3,Baylor,71,
1270267200000,National Semifinals,National Semifinals,1,Duke,78,2,West Virginia,57,
1270267200000,National Semifinals,National Semifinals,5,Butler,52,5,Michigan State,50,
1270440000000,National Championship,National Championship,1,Duke,61,5,Butler,59,
1300161600000,Opening Round,East,12,Clemson,70,12,UAB,52,
1300161600000,Opening Round,Southeast,16,North Carolina-Asheville,81,16,Arkansas-Little Rock,77,1 OT
1300248000000,Opening Round,East,16,Texas-San Antonio,70,16,Alabama State,61,
1300248000000,Opening Round,Southwest,11,Virginia Commonwealth,59,11,Southern California,46,
1300334400000,Round of 64,East,4,Kentucky,59,13,Princeton,57,
1300334400000,Round of 64,East,5,West Virginia,84,12,Clemson,76,
1300334400000,Round of 64,Southeast,1,Pittsburgh,74,16,North Carolina-Asheville,51,
1300334400000,Round of 64,Southeast,2,Florida,79,15,California-Santa Barbara,51,
1300334400000,Round of 64,Southeast,3,Brigham Young,74,14,Wofford,66,
1300334400000,Round of 64,Southeast,4,Wisconsin,72,13,Belmont,58,
1300334400000,Round of 64,Southeast,5,Kansas State,73,12,Utah State,68,
1300334400000,Round of 64,Southeast,7,UCLA,78,10,Michigan State,76,
1300334400000,Round of 64,Southeast,8,Butler,60,9,Old Dominion,58,
1300334400000,Round of 64,Southeast,11,Gonzaga,86,6,"St. John's, New York",71,
1300334400000,Round of 64,Southwest,12,Richmond,69,5,Vanderbilt,66,
1300334400000,Round of 64,Southwest,13,Morehead State,62,4,Louisville,61,
1300334400000,Round of 64,West,2,San Diego State,68,15,Northern Colorado,50,
1300334400000,Round of 64,West,3,Connecticut,81,14,Bucknell,52,
1300334400000,Round of 64,West,6,Cincinnati,78,11,Missouri,63,
1300334400000,Round of 64,West,7,Temple,66,10,Pennsylvania State,64,
1300420800000,Round of 64,East,1,Ohio State,75,16,Texas-San Antonio,46,
1300420800000,Round of 64,East,2,North Carolina,102,15,Long Island-Brooklyn,87,
1300420800000,Round of 64,East,3,Syracuse,77,14,Indiana State,60,
1300420800000,Round of 64,East,7,Washington,68,10,Georgia,65,
1300420800000,Round of 64,East,8,George Mason,61,9,Villanova,57,
1300420800000,Round of 64,East,11,Marquette,66,6,"Xavier, Ohio",55,
1300420800000,Round of 64,Southwest,1,Kansas,72,16,Boston,53,
1300420800000,Round of 64,Southwest,2,Notre Dame,69,15,Akron,56,
1300420800000,Round of 64,Southwest,3,Purdue,65,14,St. Peter's,43,
1300420800000,Round of 64,Southwest,9,Illinois,73,8,Nevada-Las Vegas,62,
1300420800000,Round of 64,Southwest,10,Florida State,57,7,Texas A&M,50,
1300420800000,Round of 64,Southwest,11,Virginia Commonwealth,74,6,Georgetown,56,
1300420800000,Round of 64,West,1,Duke,87,16,Hampton,45,
1300420800000,Round of 64,West,4,Texas,85,13,Oakland,81,
1300420800000,Round of 64,West,5,Arizona,77,12,Memphis,75,
1300420800000,Round of 64,West,8,Michigan,75,9,Tennessee,45,
1300507200000,Round of 32,East,4,Kentucky,71,5,West Virginia,63,
1300507200000,Round of 32,Southeast,2,Florida,73,7,UCLA,65,
1300507200000,Round of 32,Southeast,3,Brigham Young,89,11,Gonzaga,67,
1300507200000,Round of 32,Southeast,4,Wisconsin,70,5,Kansas State,65,
1300507200000,Round of 32,Southeast,8,Butler,71,1,Pittsburgh,70,
1300507200000,Round of 32,Southwest,12,Richmond,65,13,Morehead State,48,
1300507200000,Round of 32,West,2,San Diego State,71,7,Temple,64,2 OT
1300507200000,Round of 32,West,3,Connecticut,69,6,Cincinnati,58,
1300593600000,Round of 32,East,1,Ohio State,98,8,George Mason,66,
1300593600000,Round of 32,East,2,North Carolina,86,7,Washington,83,
1300593600000,Round of 32,East,11,Marquette,66,3,Syracuse,62,
1300593600000,Round of 32,Southwest,1,Kansas,73,9,Illinois,59,
1300593600000,Round of 32,Southwest,10,Florida State,71,2,Notre Dame,57,
1300593600000,Round of 32,Southwest,11,Virginia Commonwealth,94,3,Purdue,76,
1300593600000,Round of 32,West,1,Duke,73,8,Michigan,71,
1300593600000,Round of 32,West,5,Arizona,70,4,Texas,69,
1332648000000,Elite Eight,Midwest,2,Kansas,80,1,North Carolina,67,
1300939200000,Sweet Sixteen,Southeast,2,Florida,83,3,Brigham Young,74,1 OT
1300939200000,Sweet Sixteen,Southeast,8,Butler,61,4,Wisconsin,54,
1300939200000,Sweet Sixteen,West,3,Connecticut,74,2,San Diego State,67,
1300939200000,Sweet Sixteen,West,5,Arizona,93,1,Duke,77,
1301025600000,Sweet Sixteen,East,2,North Carolina,81,11,Marquette,63,
1301025600000,Sweet Sixteen,East,4,Kentucky,62,1,Ohio State,60,
1301025600000,Sweet Sixteen,Southwest,1,Kansas,77,12,Richmond,57,
1301025600000,Sweet Sixteen,Southwest,11,Virginia Commonwealth,72,10,Florida State,71,1 OT
1301112000000,Elite Eight,Southeast,8,Butler,74,2,Florida,71,1 OT
1301112000000,Elite Eight,West,3,Connecticut,65,5,Arizona,63,
1301198400000,Elite Eight,East,4,Kentucky,76,2,North Carolina,69,
1301198400000,Elite Eight,Southwest,11,Virginia Commonwealth,71,1,Kansas,61,
1301716800000,National Semifinals,National Semifinals,3,Connecticut,56,4,Kentucky,55,
1301716800000,National Semifinals,National Semifinals,8,Butler,70,11,Virginia Commonwealth,62,
1301889600000,National Championship,National Championship,3,Connecticut,53,8,Butler,41,
1331611200000,Opening Round,South,16,Western Kentucky,59,16,Mississippi Valley,58,
1331611200000,Opening Round,West,14,Brigham Young,78,14,Iona,72,
1331697600000,Opening Round,Midwest,12,South Florida,65,12,California,54,
1331697600000,Opening Round,Midwest,16,Vermont,71,16,Lamar,59,
1331784000000,Round of 64,East,1,Syracuse,72,16,North Carolina-Asheville,65,
1331784000000,Round of 64,East,2,Ohio State,78,15,"Loyola, Maryland",59,
1331784000000,Round of 64,East,4,Wisconsin,73,13,Montana,49,
1331784000000,Round of 64,East,5,Vanderbilt,79,12,Harvard,70,
1331784000000,Round of 64,East,7,Gonzaga,77,10,West Virginia,54,
1331784000000,Round of 64,East,8,Kansas State,70,9,Southern Mississippi,64,
1331784000000,Round of 64,South,1,Kentucky,81,16,Western Kentucky,66,
1331784000000,Round of 64,South,3,Baylor,68,14,South Dakota State,60,
1331784000000,Round of 64,South,4,Indiana,79,13,New Mexico State,66,
1331784000000,Round of 64,South,8,Iowa State,77,9,Connecticut,64,
1331784000000,Round of 64,South,11,Colorado,68,6,Nevada-Las Vegas,64,
1331784000000,Round of 64,South,12,Virginia Commonwealth,62,5,Wichita State,59,
1331784000000,Round of 64,West,3,Marquette,88,14,Brigham Young,68,
1331784000000,Round of 64,West,4,Louisville,69,13,Davidson,62,
1331784000000,Round of 64,West,5,New Mexico,75,12,Long Beach State,68,
1331784000000,Round of 64,West,6,Murray State,58,11,Colorado State,41,
1331870400000,Round of 64,East,3,Florida State,66,14,St. Bonaventure,63,
1331870400000,Round of 64,East,6,Cincinnati,65,11,Texas,59,
1331870400000,Round of 64,Midwest,1,North Carolina,77,16,Vermont,58,
1331870400000,Round of 64,Midwest,2,Kansas,65,15,Detroit,50,
1331870400000,Round of 64,Midwest,3,Georgetown,74,14,Belmont,59,
1331870400000,Round of 64,Midwest,8,Creighton,58,9,Alabama,57,
1331870400000,Round of 64,Midwest,10,Purdue,72,7,"St. Mary's, California",69,
1331870400000,Round of 64,Midwest,11,North Carolina State,79,6,San Diego State,65,
1331870400000,Round of 64,Midwest,12,South Florida,58,5,Temple,44,
1331870400000,Round of 64,Midwest,13,Ohio,65,4,Michigan,60,
1331870400000,Round of 64,South,10,"Xavier, Ohio",67,7,Notre Dame,63,
1331870400000,Round of 64,South,15,Lehigh,75,2,Duke,70,
1331870400000,Round of 64,West,1,Michigan State,89,16,Long Island-Brooklyn,67,
1331870400000,Round of 64,West,7,Florida,71,10,Virginia,45,
1331870400000,Round of 64,West,9,St. Louis,61,8,Memphis,54,
1331870400000,Round of 64,West,15,Norfolk State,86,2,Missouri,84,
1331956800000,Round of 32,East,1,Syracuse,75,8,Kansas State,59,
1331956800000,Round of 32,East,2,Ohio State,73,7,Gonzaga,66,
1331956800000,Round of 32,East,4,Wisconsin,60,5,Vanderbilt,57,
1331956800000,Round of 32,South,1,Kentucky,87,8,Iowa State,71,
1331956800000,Round of 32,South,3,Baylor,80,11,Colorado,63,
1331956800000,Round of 32,South,4,Indiana,63,12,Virginia Commonwealth,61,
1331956800000,Round of 32,West,3,Marquette,62,6,Murray State,53,
1331956800000,Round of 32,West,4,Louisville,59,5,New Mexico,56,
1332043200000,Round of 32,East,6,Cincinnati,62,3,Florida State,56,
1332043200000,Round of 32,Midwest,1,North Carolina,87,8,Creighton,73,
1332043200000,Round of 32,Midwest,2,Kansas,63,10,Purdue,60,
1332043200000,Round of 32,Midwest,11,North Carolina State,66,3,Georgetown,63,
1332043200000,Round of 32,Midwest,13,Ohio,62,12,South Florida,56,
1332043200000,Round of 32,South,10,"Xavier, Ohio",70,15,Lehigh,58,
1332043200000,Round of 32,West,1,Michigan State,65,9,St. Louis,61,
1332043200000,Round of 32,West,7,Florida,84,15,Norfolk State,50,
1332388800000,Sweet Sixteen,East,1,Syracuse,64,4,Wisconsin,63,
1332388800000,Sweet Sixteen,East,2,Ohio State,81,6,Cincinnati,66,
1332388800000,Sweet Sixteen,West,4,Louisville,57,1,Michigan State,44,
1332388800000,Sweet Sixteen,West,7,Florida,68,3,Marquette,58,
1332475200000,Sweet Sixteen,Midwest,1,North Carolina,73,13,Ohio,65,1 OT
1332475200000,Sweet Sixteen,Midwest,2,Kansas,60,11,North Carolina State,57,
1332475200000,Sweet Sixteen,South,1,Kentucky,102,4,Indiana,90,
1332475200000,Sweet Sixteen,South,3,Baylor,75,10,"Xavier, Ohio",70,
1332561600000,Elite Eight,East,2,Ohio State,77,1,Syracuse,70,
1332561600000,Elite Eight,West,4,Louisville,72,7,Florida,68,
1332648000000,Elite Eight,South,1,Kentucky,82,3,Baylor,70,
1333166400000,National Semifinals,National Semifinals,1,Kentucky,69,4,Louisville,61,
1333166400000,National Semifinals,National Semifinals,2,Kansas,64,2,Ohio State,62,
1333339200000,National Championship,National Championship,1,Kentucky,67,2,Kansas,59,
1363665600000,Opening Round,Midwest,11,"St. Mary's, California",67,11,Middle Tennessee State,54,
1363665600000,Opening Round,Midwest,16,North Carolina A&T,73,16,Liberty,72,
1363752000000,Opening Round,East,16,James Madison,68,16,Long Island-Brooklyn,55,
1363752000000,Opening Round,West,13,La Salle,80,13,Boise State,71,
1363838400000,Round of 64,East,3,Marquette,59,14,Davidson,58,
1363838400000,Round of 64,East,4,Syracuse,81,13,Montana,34,
1363838400000,Round of 64,East,6,Butler,68,11,Bucknell,56,
1363838400000,Round of 64,East,12,California,64,5,Nevada-Las Vegas,61,
1363838400000,Round of 64,Midwest,1,Louisville,79,16,North Carolina A&T,48,
1363838400000,Round of 64,Midwest,3,Michigan State,65,14,Valparaiso,54,
1363838400000,Round of 64,Midwest,4,St. Louis,64,13,New Mexico State,44,
1363838400000,Round of 64,Midwest,6,Memphis,54,11,"St. Mary's, California",52,
1363838400000,Round of 64,Midwest,8,Colorado State,84,9,Missouri,72,
1363838400000,Round of 64,Midwest,12,Oregon,68,5,Oklahoma State,55,
1363838400000,Round of 64,South,4,Michigan,71,13,South Dakota State,56,
1363838400000,Round of 64,South,5,Virginia Commonwealth,88,12,Akron,42,
1363838400000,Round of 64,West,1,Gonzaga,64,16,Southern,58,
1363838400000,Round of 64,West,6,Arizona,81,11,Belmont,64,
1363838400000,Round of 64,West,9,Wichita State,73,8,Pittsburgh,55,
1363838400000,Round of 64,West,14,Harvard,68,3,New Mexico,62,
1363924800000,Round of 64,East,1,Indiana,83,16,James Madison,62,
1363924800000,Round of 64,East,2,"Miami, Florida",78,15,"Pacific, California",49,
1363924800000,Round of 64,East,7,Illinois,57,10,Colorado,49,
1363924800000,Round of 64,East,9,Temple,76,8,North Carolina State,72,
1363924800000,Round of 64,Midwest,2,Duke,73,15,Albany,61,
1363924800000,Round of 64,Midwest,7,Creighton,67,10,Cincinnati,63,
1363924800000,Round of 64,South,1,Kansas,64,16,Western Kentucky,57,
1363924800000,Round of 64,South,3,Florida,79,14,Northwestern State,47,
1363924800000,Round of 64,South,7,San Diego State,70,10,Oklahoma,55,
1363924800000,Round of 64,South,8,North Carolina,78,9,Villanova,71,
1363924800000,Round of 64,South,11,Minnesota,83,6,UCLA,63,
1363924800000,Round of 64,South,15,Florida Gulf Coast,78,2,Georgetown,68,
1363924800000,Round of 64,West,2,Ohio State,95,15,Iona,70,
1363924800000,Round of 64,West,10,Iowa State,76,7,Notre Dame,58,
1363924800000,Round of 64,West,12,Mississippi,57,5,Wisconsin,46,
1363924800000,Round of 64,West,13,La Salle,63,4,Kansas State,61,
1364011200000,Round of 32,East,3,Marquette,74,6,Butler,72,
1364011200000,Round of 32,East,4,Syracuse,66,12,California,60,
1364011200000,Round of 32,Midwest,1,Louisville,82,8,Colorado State,56,
1364011200000,Round of 32,Midwest,3,Michigan State,70,6,Memphis,48,
1364011200000,Round of 32,Midwest,12,Oregon,74,4,St. Louis,57,
1364011200000,Round of 32,South,4,Michigan,78,5,Virginia Commonwealth,53,
1364011200000,Round of 32,West,6,Arizona,74,14,Harvard,51,
1364011200000,Round of 32,West,9,Wichita State,76,1,Gonzaga,70,
1364097600000,Round of 32,East,1,Indiana,58,9,Temple,52,
1364097600000,Round of 32,East,2,"Miami, Florida",63,7,Illinois,59,
1364097600000,Round of 32,Midwest,2,Duke,66,7,Creighton,50,
1364097600000,Round of 32,South,1,Kansas,70,8,North Carolina,58,
1364097600000,Round of 32,South,3,Florida,78,11,Minnesota,64,
1364097600000,Round of 32,South,15,Florida Gulf Coast,81,7,San Diego State,71,
1364097600000,Round of 32,West,2,Ohio State,78,10,Iowa State,75,
1364097600000,Round of 32,West,13,La Salle,76,12,Mississippi,74,
1364443200000,Sweet Sixteen,East,3,Marquette,71,2,"Miami, Florida",61,
1364443200000,Sweet Sixteen,East,4,Syracuse,61,1,Indiana,50,
1364443200000,Sweet Sixteen,West,2,Ohio State,73,6,Arizona,70,
1364443200000,Sweet Sixteen,West,9,Wichita State,72,13,La Salle,58,
1364529600000,Sweet Sixteen,Midwest,1,Louisville,77,12,Oregon,69,
1364529600000,Sweet Sixteen,Midwest,2,Duke,71,3,Michigan State,61,
1364529600000,Sweet Sixteen,South,3,Florida,62,15,Florida Gulf Coast,50,
1364529600000,Sweet Sixteen,South,4,Michigan,87,1,Kansas,85,1 OT
1364616000000,Elite Eight,East,4,Syracuse,55,3,Marquette,39,
1364616000000,Elite Eight,West,9,Wichita State,70,2,Ohio State,66,
1364702400000,Elite Eight,Midwest,1,Louisville,85,2,Duke,63,
1364702400000,Elite Eight,South,4,Michigan,79,3,Florida,59,
1365220800000,National Semifinals,,1,Louisville,72,9,Wichita State,68,
1365220800000,National Semifinals,,4,Michigan,61,4,Syracuse,56,
1365393600000,National Championship,,1,Louisville,82,4,Michigan,76,
1395115200000,Opening Round,Midwest,12,North Carolina State,74,12,"Xavier, Ohio",59,
1395115200000,Opening Round,South,16,Albany,71,16,"Mt. St. Mary's, Maryland",64,
1395201600000,Opening Round,Midwest,11,Tennessee,78,11,Iowa,65,1 OT
1395201600000,Opening Round,Midwest,16,Cal Poly,81,16,Texas Southern,69,
1395288000000,Round of 64,East,2,Villanova,73,15,Milwaukee,53,
1395288000000,Round of 64,East,4,Michigan State,93,13,Delaware,78,
1395288000000,Round of 64,East,7,Connecticut,89,10,"St. Joseph's, Pennsylvania",81,1 OT
1395288000000,Round of 64,East,12,Harvard,61,5,Cincinnati,57,
1395288000000,Round of 64,Midwest,2,Michigan,57,15,Wofford,40,
1395288000000,Round of 64,Midwest,4,Louisville,71,13,Manhattan,64,
1395288000000,Round of 64,Midwest,5,St. Louis,83,12,North Carolina State,80,1 OT
1395288000000,Round of 64,Midwest,7,Texas,87,10,Arizona State,85,
1395288000000,Round of 64,South,1,Florida,67,16,Albany,55,
1395288000000,Round of 64,South,3,Syracuse,77,14,Western Michigan,53,
1395288000000,Round of 64,South,9,Pittsburgh,77,8,Colorado,48,
1395288000000,Round of 64,South,11,Dayton,60,6,Ohio State,59,
1395288000000,Round of 64,West,2,Wisconsin,75,15,American,35,
1395288000000,Round of 64,West,4,San Diego State,73,13,New Mexico State,69,1 OT
1395288000000,Round of 64,West,7,Oregon,87,10,Brigham Young,68,
1395288000000,Round of 64,West,12,North Dakota State,80,5,Oklahoma,75,1 OT
1395374400000,Round of 64,East,1,Virginia,70,16,Coastal Carolina,59,
1395374400000,Round of 64,East,3,Iowa State,93,14,North Carolina Central,75,
1395374400000,Round of 64,East,6,North Carolina,79,11,Providence,77,
1395374400000,Round of 64,East,8,Memphis,71,9,George Washington,66,
1395374400000,Round of 64,Midwest,1,Wichita State,64,16,Cal Poly,37,
1395374400000,Round of 64,Midwest,8,Kentucky,56,9,Kansas State,49,
1395374400000,Round of 64,Midwest,11,Tennessee,86,6,Massachusetts,67,
1395374400000,Round of 64,Midwest,14,Mercer,78,3,Duke,71,
1395374400000,Round of 64,South,2,Kansas,80,15,Eastern Kentucky,69,
1395374400000,Round of 64,South,4,UCLA,76,13,Tulsa,59,
1395374400000,Round of 64,South,10,Stanford,58,7,New Mexico,53,
1395374400000,Round of 64,South,12,Stephen F. Austin,77,5,Virginia Commonwealth,75,1 OT
1395374400000,Round of 64,West,1,Arizona,68,16,Weber State,59,
1395374400000,Round of 64,West,3,Creighton,76,14,Louisiana-Lafayette,66,
1395374400000,Round of 64,West,6,Baylor,74,11,Nebraska,60,
1395374400000,Round of 64,West,8,Gonzaga,85,9,Oklahoma State,77,
1395460800000,Round of 32,East,4,Michigan State,80,12,Harvard,73,
1395460800000,Round of 32,East,7,Connecticut,77,2,Villanova,65,
1395460800000,Round of 32,Midwest,2,Michigan,79,7,Texas,65,
1395460800000,Round of 32,Midwest,4,Louisville,66,5,St. Louis,51,
1395460800000,Round of 32,South,1,Florida,61,9,Pittsburgh,45,
1395460800000,Round of 32,South,11,Dayton,55,3,Syracuse,53,
1395460800000,Round of 32,West,2,Wisconsin,85,7,Oregon,77,
1395460800000,Round of 32,West,4,San Diego State,63,12,North Dakota State,44,
1395547200000,Round of 32,East,1,Virginia,78,8,Memphis,60,
1395547200000,Round of 32,East,3,Iowa State,85,6,North Carolina,83,
1395547200000,Round of 32,Midwest,8,Kentucky,78,1,Wichita State,76,
1395547200000,Round of 32,Midwest,11,Tennessee,83,14,Mercer,63,
1395547200000,Round of 32,South,4,UCLA,77,12,Stephen F. Austin,60,
1395547200000,Round of 32,South,10,Stanford,60,2,Kansas,57,
1395547200000,Round of 32,West,1,Arizona,84,8,Gonzaga,61,
1395547200000,Round of 32,West,6,Baylor,85,3,Creighton,55,
1395892800000,Sweet Sixteen,South,1,Florida,79,4,UCLA,68,
1395892800000,Sweet Sixteen,South,11,Dayton,82,10,Stanford,72,
1395892800000,Sweet Sixteen,West,1,Arizona,70,4,San Diego State,64,
1395892800000,Sweet Sixteen,West,2,Wisconsin,69,6,Baylor,52,
1395979200000,Sweet Sixteen,East,4,Michigan State,61,1,Virginia,59,
1395979200000,Sweet Sixteen,East,7,Connecticut,81,3,Iowa State,76,
1395979200000,Sweet Sixteen,Midwest,2,Michigan,73,11,Tennessee,71,
1395979200000,Sweet Sixteen,Midwest,8,Kentucky,74,4,Louisville,69,
1396065600000,Elite Eight,South,1,Florida,62,11,Dayton,52,
1396065600000,Elite Eight,West,2,Wisconsin,64,1,Arizona,63,1 OT
1396152000000,Elite Eight,East,7,Connecticut,60,4,Michigan State,54,
1396152000000,Elite Eight,Midwest,8,Kentucky,75,2,Michigan,72,
1396670400000,National Semifinals,,7,Connecticut,63,1,Florida,53,
1396670400000,National Semifinals,,8,Kentucky,74,2,Wisconsin,73,
1396843200000,National Championship,,7,Connecticut,60,8,Kentucky,54,
1426564800000,Opening Round,Midwest,16,Hampton,74,16,Manhattan,64,
1426564800000,Opening Round,West,11,Mississippi,94,11,Brigham Young,90,
1426651200000,Opening Round,East,11,Dayton,56,11,Boise State,55,
1426651200000,Opening Round,South,16,Robert Morris,81,16,North Florida,77,
1426737600000,Round of 64,East,1,Villanova,93,16,Lafayette,52,
1426737600000,Round of 64,East,8,North Carolina State,66,9,Louisiana State,65,
1426737600000,Round of 64,Midwest,1,Kentucky,79,16,Hampton,56,
1426737600000,Round of 64,Midwest,3,Notre Dame,69,14,Northeastern,65,
1426737600000,Round of 64,Midwest,6,Butler,56,11,Texas,48,
1426737600000,Round of 64,Midwest,8,Cincinnati,66,9,Purdue,65,1 OT
1426737600000,Round of 64,South,4,Georgetown,84,13,Eastern Washington,74,
1426737600000,Round of 64,South,5,Utah,57,12,Stephen F. Austin,50,
1426737600000,Round of 64,South,11,UCLA,60,6,Southern Methodist,59,
1426737600000,Round of 64,South,14,UAB,60,3,Iowa State,59,
1426737600000,Round of 64,West,2,Arizona,93,15,Texas Southern,72,
1426737600000,Round of 64,West,4,North Carolina,67,13,Harvard,65,
1426737600000,Round of 64,West,5,Arkansas,56,12,Wofford,53,
1426737600000,Round of 64,West,6,"Xavier, Ohio",76,11,Mississippi,57,
1426737600000,Round of 64,West,10,Ohio State,75,7,Virginia Commonwealth,72,1 OT
1426737600000,Round of 64,West,14,Georgia State,57,3,Baylor,56,
1426824000000,Round of 64,East,2,Virginia,79,15,Belmont,67,
1426824000000,Round of 64,East,3,Oklahoma,69,14,Albany,60,
1426824000000,Round of 64,East,4,Louisville,57,13,California-Irvine,55,
1426824000000,Round of 64,East,5,Northern Iowa,71,12,Wyoming,54,
1426824000000,Round of 64,East,7,Michigan State,70,10,Georgia,63,
1426824000000,Round of 64,East,11,Dayton,66,6,Providence,53,
1426824000000,Round of 64,Midwest,2,Kansas,75,15,New Mexico State,56,
1426824000000,Round of 64,Midwest,4,Maryland,65,13,Valparaiso,62,
1426824000000,Round of 64,Midwest,5,West Virginia,68,12,Buffalo,62,
1426824000000,Round of 64,Midwest,7,Wichita State,81,10,Indiana,76,
1426824000000,Round of 64,South,1,Duke,85,16,Robert Morris,56,
1426824000000,Round of 64,South,2,Gonzaga,86,15,North Dakota State,76,
1426824000000,Round of 64,South,7,Iowa,83,10,Davidson,52,
1426824000000,Round of 64,South,8,San Diego State,76,9,"St. John's, New York",64,
1426824000000,Round of 64,West,1,Wisconsin,86,16,Coastal Carolina,72,
1426824000000,Round of 64,West,8,Oregon,79,9,Oklahoma State,73,
1426910400000,Round of 32,East,8,North Carolina State,71,1,Villanova,68,
1426910400000,Round of 32,Midwest,1,Kentucky,64,8,Cincinnati,51,
1426910400000,Round of 32,Midwest,3,Notre Dame,67,6,Butler,64,1 OT
1426910400000,Round of 32,South,5,Utah,75,4,Georgetown,64,
1426910400000,Round of 32,South,11,UCLA,92,14,UAB,75,
1426910400000,Round of 32,West,2,Arizona,73,10,Ohio State,58,
1426910400000,Round of 32,West,4,North Carolina,87,5,Arkansas,78,
1426910400000,Round of 32,West,6,"Xavier, Ohio",75,14,Georgia State,67,
1426996800000,Round of 32,East,3,Oklahoma,72,11,Dayton,66,
1426996800000,Round of 32,East,4,Louisville,66,5,Northern Iowa,53,
1426996800000,Round of 32,East,7,Michigan State,60,2,Virginia,54,
1426996800000,Round of 32,Midwest,5,West Virginia,69,4,Maryland,59,
1426996800000,Round of 32,Midwest,7,Wichita State,78,2,Kansas,65,
1426996800000,Round of 32,South,1,Duke,68,8,San Diego State,49,
1426996800000,Round of 32,South,2,Gonzaga,87,7,Iowa,69,
1426996800000,Round of 32,West,1,Wisconsin,72,8,Oregon,65,
1427342400000,Sweet Sixteen,Midwest,1,Kentucky,78,5,West Virginia,39,
1427342400000,Sweet Sixteen,Midwest,3,Notre Dame,81,7,Wichita State,70,
1427342400000,Sweet Sixteen,West,1,Wisconsin,79,4,North Carolina,72,
1427342400000,Sweet Sixteen,West,2,Arizona,68,6,"Xavier, Ohio",60,
1427428800000,Sweet Sixteen,East,4,Louisville,75,8,North Carolina State,65,
1427428800000,Sweet Sixteen,East,7,Michigan State,62,3,Oklahoma,58,
1427428800000,Sweet Sixteen,South,1,Duke,63,5,Utah,57,
1427428800000,Sweet Sixteen,South,2,Gonzaga,74,11,UCLA,62,
1427515200000,Elite Eight,Midwest,1,Kentucky,68,3,Notre Dame,66,
1427515200000,Elite Eight,West,1,Wisconsin,85,2,Arizona,78,
1427601600000,Elite Eight,East,7,Michigan State,76,4,Louisville,70,1 OT
1427601600000,Elite Eight,South,1,Duke,66,2,Gonzaga,52,
1428120000000,National Semifinals,,1,Duke,81,7,Michigan State,61,
1428120000000,National Semifinals,,1,Wisconsin,71,1,Kentucky,64,
1428292800000,National Championship,,1,Duke,68,1,Wisconsin,63,
1458014400000,Opening Round,East,16,Florida Gulf Coast,96,16,Fairleigh Dickinson,65,
1458014400000,Opening Round,South,11,Wichita State,70,11,Vanderbilt,50,
1458100800000,Opening Round,East,11,Michigan,67,11,Tulsa,62,
1458100800000,Opening Round,West,16,Holy Cross,59,16,Southern,55,
1458187200000,Round of 64,East,1,North Carolina,83,16,Florida Gulf Coast,67,
1458187200000,Round of 64,East,4,Kentucky,85,13,Stony Brook,57,
1458187200000,Round of 64,East,5,Indiana,99,12,Chattanooga,74,
1458187200000,Round of 64,East,9,Providence,70,8,Southern California,69,
1458187200000,Round of 64,Midwest,1,Virginia,81,16,Hampton,45,
1458187200000,Round of 64,Midwest,3,Utah,80,14,Fresno State,69,
1458187200000,Round of 64,Midwest,4,Iowa State,94,13,Iona,81,
1458187200000,Round of 64,Midwest,9,Butler,71,8,Texas Tech,61,
1458187200000,Round of 64,Midwest,11,Gonzaga,68,6,Seton Hall,52,
1458187200000,Round of 64,Midwest,12,Arkansas-Little Rock,85,5,Purdue,83,2 OT
1458187200000,Round of 64,South,1,Kansas,105,16,Austin Peay,79,
1458187200000,Round of 64,South,3,"Miami, Florida",79,14,Buffalo,72,
1458187200000,Round of 64,South,9,Connecticut,74,8,Colorado,67,
1458187200000,Round of 64,South,11,Wichita State,65,6,Arizona,55,
1458187200000,Round of 64,West,4,Duke,93,13,North Carolina-Wilmington,85,
1458187200000,Round of 64,West,12,Yale,79,5,Baylor,75,
1458273600000,Round of 64,East,2,"Xavier, Ohio",71,15,Weber State,53,
1458273600000,Round of 64,East,6,Notre Dame,70,11,Michigan,63,
1458273600000,Round of 64,East,7,Wisconsin,47,10,Pittsburgh,43,
1458273600000,Round of 64,East,14,Stephen F. Austin,70,3,West Virginia,56,
1458273600000,Round of 64,Midwest,10,Syracuse,70,7,Dayton,51,
1458273600000,Round of 64,Midwest,15,Middle Tennessee State,90,2,Michigan State,81,
1458273600000,Round of 64,South,2,Villanova,86,15,North Carolina-Asheville,56,
1458273600000,Round of 64,South,5,Maryland,79,12,South Dakota State,74,
1458273600000,Round of 64,South,7,Iowa,72,10,Temple,70,1 OT
1458273600000,Round of 64,South,13,Hawaii,77,4,California,66,
1458273600000,Round of 64,West,1,Oregon,91,16,Holy Cross,52,
1458273600000,Round of 64,West,2,Oklahoma,82,15,California State-Bakersfield,68,
1458273600000,Round of 64,West,3,Texas A&M,92,14,Green Bay,65,
1458273600000,Round of 64,West,8,"St. Joseph's, Pennsylvania",78,9,Cincinnati,76,
1458273600000,Round of 64,West,10,Virginia Commonwealth,75,7,Oregon State,67,
